tract_a	tract_b	adjacency
53011040408	53011040805	1
53011040403	53011040408	1
53011040408	53011040709	1
53011040408	53011040409	1
53011040408	53011040710	1
53011040408	53011040413	1
53011041205	53011041205	1
53011041205	53011041206	1
53011041205	53011042900	1
53011041205	53011041600	1
53011041205	53011043100	1
53011041203	53011041205	1
53011041205	53011043000	1
53011040509	53011040509	1
53011040509	53011041500	1
53011040509	53011040510	1
53011040507	53011040509	1
53011040904	53011040904	1
53011040904	53011040909	1
53011040411	53011040904	1
53011040904	53011041009	1
53011040809	53011040904	1
53011040803	53011040904	1
53011040904	53011040908	1
53011041206	53011041206	1
53011041206	53011041317	1
53011041206	53011043100	1
53011041201	53011041206	1
53011041206	53011041322	1
53011041203	53011041206	1
53011041206	53011041313	1
53011040805	53011040805	1
53011040709	53011040805	1
53011040409	53011040805	1
53011040411	53011040805	1
53011040805	53011040808	1
53011040803	53011040805	1
53011040805	53011040806	1
53011042900	53011042900	1
53011041600	53011042900	1
53011042900	53011043100	1
53011042800	53011042900	1
53011042900	53011043000	1
53011040203	53011040203	1
53011040203	53011040504	1
53011040201	53011040203	1
53011040102	53011040203	1
53011040203	53011040403	1
53011040203	53011040414	1
53011040203	53011040416	1
53011040907	53011040907	1
53011040905	53011040907	1
53011040907	53011041005	1
53011040907	53011041008	1
53011040907	53011040909	1
53011040907	53011040908	1
53011041317	53011041317	1
53011041317	53011041318	1
53011041201	53011041317	1
53011041317	53011041322	1
53011041203	53011041317	1
53011041313	53011041317	1
53011041317	53011041331	1
53011041310	53011041310	1
53011041309	53011041310	1
53011041310	53011041328	1
53011041310	53011041325	1
53011041310	53011041323	1
53011041318	53011041318	1
53011041318	53011041319	1
53011041318	53011041322	1
53011041318	53011041323	1
53011041318	53011041332	1
53011041318	53011041320	1
53011041318	53011041331	1
53011041318	53011041330	1
53011041600	53011041600	1
53011041600	53011042800	1
53011041600	53011041700	1
53011041203	53011041600	1
53011041600	53011042700	1
53011041111	53011041600	1
53011040905	53011040905	1
53011040905	53011041005	1
53011040403	53011040905	1
53011040905	53011040910	1
53011040905	53011040909	1
53011040302	53011040905	1
53011040412	53011040905	1
53011040504	53011040504	1
53011040102	53011040504	1
53011040504	53011040511	1
53011040504	53059950100	1
53011040504	53059950200	1
53011040416	53011040504	1
53011042600	53011042600	1
53011042600	53011043100	1
53011042600	53011042800	1
53011041700	53011042600	1
53011041800	53011042600	1
53011041900	53011042600	1
53011042400	53011042600	1
53011042500	53011042600	1
53011042600	53011042700	1
53011040605	53011040605	1
53011040605	53011041400	1
53011040604	53011040605	1
53011040605	53011041500	1
53011040605	53011041327	1
53011040605	53011040610	1
53011040510	53011040605	1
53011040605	53011040608	1
53011041005	53011041005	1
53011041005	53011041008	1
53011041003	53011041005	1
53011041005	53011042100	1
53011041005	53011042300	1
53011041005	53011042400	1
53011040302	53011041005	1
53011041400	53011041400	1
53011041400	53011041500	1
53011040610	53011041400	1
53011040609	53011041400	1
53011041325	53011041400	1
53011040201	53011040201	1
53011040201	53011040403	1
53011040201	53011040301	1
53011040201	53015001502	1
53011040201	53015001501	1
53011040102	53011040102	1
53011040102	53011040416	1
53011040403	53011040403	1
53011040403	53011040414	1
53011040403	53011040409	1
53011040301	53011040403	1
53011040302	53011040403	1
53011040403	53011040412	1
53011040403	53011040413	1
53011043100	53011043100	1
53011041201	53011043100	1
53011042800	53011043100	1
53011043000	53011043100	1
53011041105	53011041105	1
53011041105	53011041108	1
53011041010	53011041105	1
53011040808	53011041105	1
53011040810	53011041105	1
53011041011	53011041105	1
53011041105	53011041112	1
53011041105	53011041107	1
53011040604	53011040604	1
53011040604	53011041327	1
53011040604	53011040712	1
53011040604	53011040608	1
53011040604	53011041326	1
53011040604	53011040707	1
53011041500	53011041500	1
53011040510	53011041500	1
53011041309	53011041309	1
53011041201	53011041309	1
53011041309	53011041322	1
53011041309	53011041323	1
53045960900	53045960900	1
53045960800	53045960900	1
53045960600	53045960900	1
53045960900	53045961000	1
53045940000	53045940000	1
53045940000	53045960500	1
53045940000	53045960200	1
53045960800	53045960800	1
53045960600	53045960800	1
53045960800	53045961000	1
53045960700	53045960800	1
53045961300	53045961300	1
53045960200	53045961300	1
53045961000	53045961300	1
53045961300	53067011900	1
53045960500	53045960500	1
53045960200	53045960500	1
53045960500	53045960600	1
53045960400	53045960500	1
53045960500	53045961200	1
53045960300	53045960500	1
53061052705	53061052705	1
53061052705	53061053604	1
53061052705	53061052708	1
53061052104	53061052705	1
53061052705	53061052904	1
53061052705	53061052707	1
53061052705	53061053603	1
53073000501	53073000501	1
53073000501	53073000502	1
53073000501	53073000700	1
53073000501	53073001000	1
53073000400	53073000501	1
53073000501	53073000901	1
53073000502	53073000502	1
53073000400	53073000502	1
53051970200	53051970200	1
53051970200	53051970400	1
53051970200	53051970300	1
53051970100	53051970200	1
53051970200	53065951300	1
53051970200	53065950800	1
53051970200	53065950600	1
53051970400	53051970400	1
53051970300	53051970400	1
53051970400	53051970500	1
53051970400	53065951300	1
53051970300	53051970300	1
53051970300	53051970500	1
53051970500	53051970500	1
53051970100	53051970100	1
53051970100	53065950100	1
53051970100	53065950600	1
53061053801	53061053801	1
53033032401	53061053801	1
53033032500	53061053801	1
53061053700	53061053801	1
53061053801	53061053803	1
53061052113	53061053801	1
53061053801	53061053802	1
53061052207	53061053801	1
53061053602	53061053801	1
53061052209	53061053801	1
53007960200	53061053801	1
53061940002	53061940002	1
53061940001	53061940002	1
53061053202	53061940002	1
53061053102	53061940002	1
53061940002	53061990002	1
53061052204	53061052204	1
53061052204	53061052302	1
53061052204	53061052209	1
53061042001	53061042001	1
53061041901	53061042001	1
53061041301	53061042001	1
53061042001	53061042005	1
53061042001	53061990002	1
53061042001	53061042006	1
53061051915	53061051915	1
53061051905	53061051915	1
53061051915	53061051917	1
53061051913	53061051915	1
53061051915	53061051916	1
53061051915	53061051927	1
53061051915	53061051922	1
53061051802	53061051802	1
53061051802	53061051905	1
53061041703	53061051802	1
53061051802	53061051804	1
53061051802	53061051803	1
53061051400	53061051802	1
53061051601	53061051802	1
53061051802	53061051927	1
53061050102	53061051802	1
53061051300	53061051300	1
53033020402	53061051300	1
53061051300	53061051905	1
53033021500	53061051300	1
53061051300	53061051913	1
53061051300	53061051400	1
53061051100	53061051300	1
53061051200	53061051300	1
53061052503	53061052503	1
53061052104	53061052503	1
53061052503	53061052504	1
53061052503	53061052706	1
53061052108	53061052108	1
53061051912	53061052108	1
53061051926	53061052108	1
53061052108	53061052118	1
53061052108	53061052113	1
53061052107	53061052108	1
53061052108	53061052112	1
53061052605	53061052605	1
53061052605	53061052606	1
53061041901	53061041901	1
53061041301	53061041901	1
53061041901	53061041903	1
53061041901	53061041905	1
53061041901	53061042004	1
53061041304	53061041901	1
53061041812	53061041901	1
53061041810	53061041901	1
53061041901	53061042005	1
53061041901	53061042006	1
53061042003	53061042003	1
53061042003	53061042004	1
53061042003	53061042005	1
53061042003	53061050101	1
53061042003	53061990002	1
53061042003	53061050102	1
53061041000	53061041000	1
53061041000	53061041100	1
53061040800	53061041000	1
53061041000	53061041400	1
53061040900	53061041000	1
53061040700	53061041000	1
53033004500	53033004500	1
53033003600	53033004500	1
53033004500	53033004600	1
53033004500	53033005301	1
53033004400	53033004500	1
53033004500	53033005100	1
53033004500	53033005200	1
53061050401	53061050401	1
53061050300	53061050401	1
53061050401	53061051500	1
53061050401	53061050500	1
53061050401	53061050402	1
53061051912	53061051912	1
53033032320	53061051912	1
53061051912	53061051926	1
53033032319	53061051912	1
53061051912	53061052107	1
53061051912	53061052112	1
53061052007	53061052007	1
53061051923	53061052007	1
53061052007	53061052107	1
53061052005	53061052007	1
53061052003	53061052007	1
53061041100	53061041100	1
53061041100	53061041201	1
53061041100	53061041202	1
53061041100	53061041400	1
53061040900	53061041100	1
53061041201	53061041201	1
53061041201	53061041202	1
53061040900	53061041201	1
53061041201	53061041303	1
53061041301	53061041301	1
53061041301	53061041304	1
53061041301	53061990002	1
53061041500	53061041500	1
53061041500	53061041601	1
53061041400	53061041500	1
53061041500	53061052104	1
53061040700	53061041500	1
53061053506	53061053506	1
53061053400	53061053506	1
53061053506	53061053700	1
53061053506	53061053604	1
53061053504	53061053506	1
53061053505	53061053506	1
53061053506	53061053602	1
53061052805	53061052805	1
53061052805	53061052806	1
53061052805	53061940001	1
53061052805	53061052906	1
53061052804	53061052805	1
53061052805	53061052905	1
53061041601	53061041601	1
53061041601	53061041605	1
53061041601	53061041607	1
53061041601	53061041701	1
53061041601	53061041805	1
53061041400	53061041601	1
53061041605	53061041605	1
53061041605	53061041606	1
53061041605	53061041607	1
53061041605	53061041701	1
53061041605	53061041608	1
53061041606	53061041606	1
53061041606	53061041607	1
53061041606	53061041701	1
53061041606	53061052004	1
53061041606	53061041608	1
53061041606	53061052003	1
53061041607	53061041607	1
53061041607	53061041608	1
53011041008	53011041008	1
53011041003	53011041008	1
53011041007	53011041008	1
53011041008	53011041009	1
53011040908	53011041008	1
53033023801	53033023801	1
53033023801	53033023900	1
53033023500	53033023801	1
53033023601	53033023801	1
53033023801	53033024701	1
53033023801	53033024800	1
53033023801	53033023804	1
53033026700	53033026700	1
53033026700	53033026801	1
53033026700	53033027500	1
53033026700	53033027600	1
53033012000	53033026700	1
53033012100	53033026700	1
53033026700	53033990100	1
53033026600	53033026700	1
53033026700	53033026802	1
53033026801	53033026801	1
53033026801	53033027000	1
53033026500	53033026801	1
53033026600	53033026801	1
53033026801	53033026802	1
53033027000	53033027000	1
53033027000	53033027100	1
53033026500	53033027000	1
53033027000	53033027400	1
53033026802	53033027000	1
53033027100	53033027100	1
53033027100	53033027200	1
53033027100	53033027300	1
53033027100	53033027400	1
53033026500	53033026500	1
53033011200	53033026500	1
53033011300	53033026500	1
53033026500	53033026600	1
53033011402	53033026500	1
53033027200	53033027200	1
53033027200	53033027300	1
53033027200	53033028200	1
53033026200	53033027200	1
53033027300	53033027300	1
53033027300	53033027400	1
53033027300	53033028000	1
53033027300	53033028100	1
53033027300	53033028200	1
53061041701	53061041701	1
53061041701	53061041805	1
53061041701	53061041806	1
53061041701	53061041808	1
53061041701	53061041811	1
53061041701	53061052004	1
53061041805	53061041805	1
53061041805	53061041806	1
53061041805	53061041904	1
53061041805	53061041905	1
53061041202	53061041805	1
53061041400	53061041805	1
53033027400	53033027400	1
53033027400	53033027500	1
53033027400	53033027900	1
53033027400	53033028000	1
53033026802	53033027400	1
53033027500	53033027500	1
53033027500	53033027600	1
53033027500	53033027900	1
53033027500	53033028000	1
53033026802	53033027500	1
53033027600	53033027600	1
53033027600	53033027800	1
53033027600	53033027900	1
53033027600	53033990100	1
53063011701	53063011701	1
53063011701	53063012000	1
53063011701	53063012100	1
53063011701	53063011702	1
53033027702	53033027702	1
53033027702	53033990100	1
53033027701	53033027702	1
53061041806	53061041806	1
53061041806	53061041808	1
53061041806	53061041905	1
53061041806	53061041809	1
53061041808	53061041808	1
53061041808	53061041811	1
53061041808	53061041810	1
53061041808	53061041809	1
53033027800	53033027800	1
53033027800	53033027900	1
53033027800	53033028600	1
53033027800	53033990100	1
53011041003	53011041003	1
53011041003	53011041007	1
53011041003	53011041900	1
53011041003	53011042000	1
53011041003	53011042100	1
53011041003	53011041010	1
53011041003	53011041011	1
53033027900	53033027900	1
53033027900	53033028000	1
53033027900	53033028500	1
53033027900	53033028600	1
53033028000	53033028000	1
53033028000	53033028100	1
53033028000	53033028402	1
53033028000	53033028500	1
53033028000	53033028600	1
53033028100	53033028100	1
53033028100	53033028200	1
53033028100	53033028402	1
53033028200	53033028200	1
53033028200	53033028402	1
53033026200	53033028200	1
53033028200	53033028300	1
53033028402	53033028402	1
53033028402	53033028403	1
53033028402	53033028500	1
53033028402	53033028801	1
53033028402	53033028802	1
53033028300	53033028402	1
53033029303	53033029303	1
53033029303	53033029304	1
53033029303	53033029305	1
53033029303	53033029306	1
53033025803	53033029303	1
53033025806	53033029303	1
53033029206	53033029303	1
53033025805	53033029303	1
53033026200	53033029303	1
53033029304	53033029304	1
53033029304	53033029306	1
53033025803	53033029304	1
53033029304	53033029307	1
53033025805	53033029304	1
53033029305	53033029305	1
53033029305	53033029306	1
53033029206	53033029305	1
53033029305	53033029403	1
53033029405	53033029405	1
53033029405	53033029406	1
53033029306	53033029405	1
53033029405	53033031800	1
53033029307	53033029405	1
53033029403	53033029405	1
53033028403	53033028403	1
53033028403	53033028801	1
53033028403	53033028802	1
53033028300	53033028403	1
53033029407	53033029407	1
53033029407	53033029408	1
53033029407	53033029503	1
53033029407	53033029504	1
53033029403	53033029407	1
53033029408	53033029408	1
53033029408	53033029504	1
53033029406	53033029408	1
53033029408	53033029502	1
53033029403	53033029408	1
53033029503	53033029503	1
53033029503	53033029504	1
53033029503	53033029601	1
53033029502	53033029503	1
53033029503	53033029700	1
53033029504	53033029504	1
53033029406	53033029504	1
53033029502	53033029504	1
53033029601	53033029601	1
53033029502	53033029601	1
53033029601	53033029602	1
53033029601	53033029700	1
53045960200	53045960200	1
53045960200	53045960600	1
53045960200	53045961000	1
53045960100	53045960200	1
53035990100	53045960200	1
53045960200	53045960300	1
53031950702	53045960200	1
53045960600	53045960600	1
53045960600	53045961000	1
53045960600	53045960700	1
53045960600	53045961200	1
53045961000	53045961000	1
53045961000	53067011900	1
53045960100	53045960100	1
53031950702	53045960100	1
53045960400	53045960400	1
53045960400	53045961200	1
53035092000	53045960400	1
53045960400	53053072601	1
53045960300	53045960400	1
53045960400	53053072602	1
53035092901	53045960400	1
53035092100	53045960400	1
53045960700	53045960700	1
53045961200	53045961200	1
53053073406	53053073406	1
53053073302	53053073406	1
53053073404	53053073406	1
53053073406	53053940010	1
53053071209	53053073406	1
53053071210	53053073406	1
53053073405	53053073406	1
53053073406	53053073407	1
53011041007	53011041007	1
53011041007	53011041009	1
53011041007	53011041010	1
53011041007	53011041011	1
53053071309	53053071309	1
53053071309	53053073120	1
53053071304	53053071309	1
53053071306	53053071309	1
53053071309	53053073108	1
53053071309	53053071406	1
53053940003	53053940003	1
53053940002	53053940003	1
53053940003	53053940010	1
53053070703	53053940003	1
53053940003	53053940009	1
53053940003	53053940004	1
53033029406	53033029406	1
53033029406	53033029502	1
53033029406	53033031800	1
53033029403	53033029406	1
53061041903	53061041903	1
53061041903	53061041904	1
53061041903	53061041905	1
53061041304	53061041903	1
53061041202	53061041903	1
53061041904	53061041904	1
53061041904	53061041905	1
53061041304	53061041904	1
53061041202	53061041904	1
53033029901	53033029901	1
53033029901	53033029902	1
53033029802	53033029901	1
53033029901	53033030401	1
53033029901	53033030006	1
53033029901	53033030005	1
53033029902	53033029902	1
53033029802	53033029902	1
53033029902	53033030501	1
53033029902	53033030801	1
53033029902	53033030401	1
53033029802	53033029802	1
53033029802	53033030501	1
53033029802	53033030004	1
53033029801	53033029802	1
53033029802	53033030005	1
53033029700	53033029802	1
53033030404	53033030404	1
53033030404	53033030901	1
53033030404	53033030902	1
53033030404	53053073301	1
53033030404	53053073500	1
53033030403	53033030404	1
53033030401	53033030404	1
53033030404	53053070703	1
53033030501	53033030501	1
53033030501	53033030503	1
53033030501	53033030504	1
53033030501	53033030600	1
53033030501	53033030801	1
53033030501	53033030700	1
53033029801	53033030501	1
53033029700	53033030501	1
53033030503	53033030503	1
53033030503	53033030504	1
53033029602	53033030503	1
53033030503	53033031205	1
53033029700	53033030503	1
53061041905	53061041905	1
53061041812	53061041905	1
53061041810	53061041905	1
53061041809	53061041905	1
53061042004	53061042004	1
53061042004	53061051803	1
53061041812	53061042004	1
53061042004	53061042005	1
53061042004	53061050101	1
53061042004	53061050102	1
53009990100	53009990100	1
53009990100	53031990000	1
53009000900	53009990100	1
53009001000	53009990100	1
53009000400	53009990100	1
53009990100	53055990100	1
53009002000	53009990100	1
53009940000	53009990100	1
53009001200	53009990100	1
53009001300	53009990100	1
53009000200	53009990100	1
53009001400	53009990100	1
53009000600	53009990100	1
53009001500	53009990100	1
53009001900	53009990100	1
53009000700	53009990100	1
53009001700	53009990100	1
53009001600	53009990100	1
53009002300	53009990100	1
53009990100	53031950702	1
53033030504	53033030504	1
53033030504	53033030600	1
53033030504	53033031206	1
53033029602	53033030504	1
53033030504	53033031205	1
53033030600	53033030600	1
53033030600	53033030801	1
53033030600	53033031100	1
53033030600	53033031206	1
53033030600	53033030700	1
53033030600	53033031204	1
53033030600	53033031205	1
53033030801	53033030801	1
53033030801	53033030802	1
53033030801	53033030901	1
53033030801	53033030902	1
53033030801	53033031000	1
53033030801	53033031100	1
53033030700	53033030801	1
53033030401	53033030801	1
53033030802	53033030802	1
53033030802	53033031100	1
53033030700	53033030802	1
53033030901	53033030901	1
53033030901	53033030902	1
53033030401	53033030901	1
53033030902	53033030902	1
53033030902	53053073301	1
53033030902	53053073500	1
53033030902	53033031000	1
53033030201	53033030201	1
53033030201	53033030202	1
53033030201	53033030305	1
53033030201	53033030308	1
53033030201	53033030309	1
53033030201	53033030311	1
53033030201	53033030314	1
53033030100	53033030201	1
53053073121	53053073121	1
53053073121	53053073123	1
53053073120	53053073121	1
53053073108	53053073121	1
53053073121	53053073125	1
53053073121	53053073122	1
53033030202	53033030202	1
53033030003	53033030202	1
53033030202	53033030309	1
53033030006	53033030202	1
53033030202	53033030314	1
53033030202	53033030313	1
53033030005	53033030202	1
53033030100	53033030202	1
53033030304	53033030304	1
53033030304	53053940002	1
53033030304	53033030309	1
53033030304	53033030310	1
53033030304	53033030312	1
53033030304	53033030403	1
53033030304	53033030401	1
53033030304	53033030313	1
53033030304	53053070703	1
53033030304	53053940005	1
53033030305	53033030305	1
53033030305	53033030306	1
53033030305	53033030308	1
53033030305	53033030311	1
53033030305	53033990100	1
53033030100	53033030305	1
53033030306	53033030306	1
53033030306	53053940001	1
53033030306	53033030311	1
53033030306	53033030312	1
53033030306	53033990100	1
53033030306	53053940008	1
53063004601	53063004601	1
53063004601	53063004700	1
53063004500	53063004601	1
53063004601	53063004602	1
53063011000	53063011000	1
53063000800	53063011000	1
53063000400	53063011000	1
53063000500	53063011000	1
53063000600	53063011000	1
53063000700	53063011000	1
53063010700	53063011000	1
53063011000	53063011101	1
53063001400	53063001400	1
53063001400	53063001500	1
53063000400	53063001400	1
53063000500	53063001400	1
53057951700	53057951700	1
53057951700	53057952302	1
53057952600	53057952600	1
53057952100	53057952600	1
53057952402	53057952600	1
53057952401	53057952600	1
53063000800	53063000800	1
53063000600	53063000800	1
53063000700	53063000800	1
53063000800	53063010601	1
53063000800	53063010602	1
53063000800	53063010700	1
53063004700	53063004700	1
53063004500	53063004700	1
53063004400	53063004700	1
53063004602	53063004700	1
53063004700	53063004800	1
53063004500	53063004500	1
53063004100	53063004500	1
53063004400	53063004500	1
53063001500	53063001500	1
53063000400	53063001500	1
53063013100	53063013100	1
53063011702	53063013100	1
53077001602	53077001602	1
53077001601	53077001602	1
53077001602	53077003400	1
53077000200	53077001602	1
53077001602	53077003200	1
53077001502	53077001602	1
53077001501	53077001602	1
53077001602	53077001702	1
53077001601	53077001601	1
53077001601	53077003400	1
53077001601	53077001701	1
53077001601	53077003200	1
53077001601	53077001702	1
53077002802	53077002802	1
53077002801	53077002802	1
53077000400	53077002802	1
53077001100	53077002802	1
53077002802	53077002900	1
53077002802	53077940003	1
53077000902	53077002802	1
53077000901	53077002802	1
53077002801	53077002801	1
53077002801	53077003001	1
53077002801	53077002900	1
53077002801	53077940003	1
53077002102	53077002102	1
53077002101	53077002102	1
53077001800	53077002102	1
53077002102	53077002200	1
53077002001	53077002102	1
53077002102	53077940002	1
53077002002	53077002102	1
53077002102	53077940003	1
53077002101	53077002101	1
53077001800	53077002101	1
53077002101	53077002200	1
53077002001	53077002101	1
53077001701	53077002101	1
53077001902	53077001902	1
53077001800	53077001902	1
53077001901	53077001902	1
53077003400	53077003400	1
53077000300	53077003400	1
53077003100	53077003400	1
53077000400	53077003400	1
53077000200	53077003400	1
53077002900	53077003400	1
53077003200	53077003400	1
53077003002	53077003400	1
53077003001	53077003001	1
53077003001	53077003100	1
53077002900	53077003001	1
53077001701	53077003001	1
53077003001	53077940003	1
53033031502	53077003001	1
53077003001	53077003002	1
53037975700	53077003001	1
53037975200	53077003001	1
53053070100	53077003001	1
53041972000	53077003001	1
53033006000	53033006000	1
53033006000	53033006600	1
53033006000	53033006700	1
53033006000	53033006800	1
53033004800	53033006000	1
53033004900	53033006000	1
53033005900	53033006000	1
53033005400	53033006000	1
53033006600	53033006600	1
53033006600	53033006700	1
53033006600	53033007300	1
53033006600	53033007401	1
53033006500	53033006600	1
53033006600	53033007200	1
53033006100	53033006600	1
53033005400	53033006600	1
53033006700	53033006700	1
53033006700	53033006800	1
53033006700	53033007300	1
53033006700	53033007200	1
53033006700	53033007000	1
53033006800	53033006800	1
53033006800	53033006900	1
53033005900	53033006800	1
53033006800	53033007000	1
53033006900	53033006900	1
53033005802	53033006900	1
53033005900	53033006900	1
53033006900	53033007000	1
53033024702	53033024702	1
53033023900	53033024702	1
53033024601	53033024702	1
53033024602	53033024702	1
53033024701	53033024702	1
53033024702	53033025001	1
53033024702	53033025200	1
53033024702	53033025301	1
53033030308	53033030308	1
53033030308	53033030309	1
53033030308	53033030310	1
53033030308	53033030311	1
53033030308	53033030312	1
53033031301	53033031301	1
53033031301	53053070207	1
53033031301	53053070307	1
53033031301	53033031302	1
53033031301	53033031502	1
53033031202	53033031301	1
53033031906	53033031906	1
53033031906	53033032002	1
53033031800	53033031906	1
53033031904	53033031906	1
53033031903	53033031906	1
53033031906	53033032007	1
53033031906	53033031907	1
53033032104	53033032104	1
53033032102	53033032104	1
53033031904	53033032104	1
53033025006	53033032104	1
53033032103	53033032104	1
53033031903	53033032104	1
53033032315	53033032315	1
53033032315	53033032401	1
53033032315	53033032500	1
53033032315	53033032327	1
53033032315	53033032328	1
53033032315	53033032402	1
53033032215	53033032315	1
53033032315	53033032329	1
53033032401	53033032401	1
53033032401	53033032500	1
53033032327	53033032401	1
53033032401	53033032402	1
53033032311	53033032401	1
53033032401	53061052113	1
53033000402	53033000402	1
53033000402	53033000500	1
53033000402	53033001300	1
53033000401	53033000402	1
53033000402	53033000600	1
53033000402	53033001400	1
53033000500	53033000500	1
53033000500	53033020900	1
53033000401	53033000500	1
53033000500	53033001400	1
53033000500	53033990100	1
53033001100	53033001100	1
53033001100	53033001200	1
53033001000	53033001100	1
53033000600	53033001100	1
53033000700	53033001100	1
53033001100	53033002000	1
53033001100	53033002100	1
53033001200	53033001200	1
53033001200	53033001300	1
53033000600	53033001200	1
53033000700	53033001200	1
53033001200	53033001900	1
53033001200	53033002000	1
53033001300	53033001300	1
53033000600	53033001300	1
53033001300	53033001400	1
53033001300	53033001701	1
53033001300	53033001800	1
53033001300	53033001900	1
53033001500	53033001500	1
53033001500	53033001600	1
53033001500	53033003100	1
53033001500	53033990100	1
53053061002	53053061002	1
53053061002	53053061100	1
53053061002	53053062801	1
53053060905	53053061002	1
53053061001	53053061002	1
53053061002	53053072305	1
53053061002	53053072311	1
53053060906	53053061002	1
53053061002	53053072310	1
53053061100	53053061100	1
53053061100	53053061200	1
53053061100	53053061700	1
53053061100	53053062801	1
53053060800	53053061100	1
53053060700	53053061100	1
53053061100	53053062600	1
53053060906	53053061100	1
53053061200	53053061200	1
53053061200	53053061700	1
53053061200	53053061300	1
53053060600	53053061200	1
53053060700	53053061200	1
53053061400	53053061400	1
53053061400	53053061500	1
53053061400	53053061601	1
53053061400	53053061602	1
53053061400	53053061700	1
53053061300	53053061400	1
53053061500	53053061500	1
53053061500	53053061601	1
53053061300	53053061500	1
53053060600	53053061500	1
53053061601	53053061601	1
53053061601	53053061602	1
53053060600	53053061601	1
53053060200	53053061601	1
53053061602	53053061602	1
53053061602	53053061700	1
53053061602	53053061800	1
53053061602	53053061900	1
53053061602	53053062000	1
53053061602	53053062600	1
53053060200	53053061602	1
53053061700	53053061700	1
53053061700	53053062801	1
53053061300	53053061700	1
53053061700	53053062600	1
53053061800	53053061800	1
53053061800	53053061900	1
53053061800	53053062500	1
53053061800	53053062600	1
53053061800	53053062400	1
53053061900	53053061900	1
53053061900	53053062000	1
53053061900	53053062300	1
53053061900	53053062600	1
53053060200	53053061900	1
53053061900	53053062400	1
53053073115	53053073115	1
53053073115	53053073116	1
53053073115	53053073117	1
53053071407	53053073115	1
53053073114	53053073115	1
53053073116	53053073116	1
53053073116	53053073117	1
53053071407	53053073116	1
53053073113	53053073116	1
53053073116	53053073119	1
53053073116	53053073118	1
53053073301	53053073301	1
53053073301	53053073302	1
53053073301	53053073500	1
53033031000	53053073301	1
53053070313	53053073301	1
53053070314	53053073301	1
53053070316	53053073301	1
53053073302	53053073302	1
53053070401	53053073302	1
53053070312	53053073302	1
53053073302	53053073500	1
53053070313	53053073302	1
53053073302	53053940010	1
53053071210	53053073302	1
53033003500	53033003500	1
53033003400	53033003500	1
53033003500	53033004800	1
53033002800	53033003500	1
53033003500	53033004600	1
53033003500	53033004900	1
53033003500	53033005000	1
53033002900	53033003500	1
53033004000	53033004000	1
53033004000	53033004100	1
53033004000	53033004200	1
53033004000	53033022300	1
53033002200	53033004000	1
53033003900	53033004000	1
53033004000	53033024200	1
53033004000	53033022400	1
53033004100	53033004100	1
53033004100	53033004200	1
53033004100	53033005302	1
53033004100	53033006200	1
53033004100	53033006300	1
53033004100	53033024200	1
53033004100	53033004301	1
53033004200	53033004200	1
53033003900	53033004200	1
53033004200	53033005302	1
53033004200	53033004301	1
53033003800	53033004200	1
53033003400	53033003400	1
53033003400	53033004700	1
53033003400	53033004800	1
53033003300	53033003400	1
53033003000	53033003400	1
53033002900	53033003400	1
53033004700	53033004700	1
53033004700	53033004800	1
53033003200	53033004700	1
53033003300	53033004700	1
53033004700	53033005801	1
53033004700	53033005900	1
53005010803	53005010803	1
53005010300	53005010803	1
53005010803	53005010811	1
53005010803	53005010807	1
53005010803	53005010805	1
53005010803	53005010810	1
53005010705	53005010803	1
53005010600	53005010803	1
53033004800	53033004800	1
53033004800	53033004900	1
53033004800	53033005900	1
53005010300	53005010300	1
53005010201	53005010300	1
53005010300	53005010703	1
53005010300	53005010708	1
53005010300	53005010705	1
53005010300	53005010600	1
53005010300	53005010400	1
53005011501	53005011501	1
53005011501	53005011600	1
53005011300	53005011501	1
53005011501	53005011504	1
53005011501	53005011503	1
53005011501	53021020100	1
53005011402	53005011501	1
53005010201	53005010201	1
53005010201	53005012000	1
53005010201	53005010703	1
53005010201	53005010708	1
53005010201	53005010500	1
53005010201	53005010400	1
53005010201	53005010202	1
53005012000	53005012000	1
53005011800	53005012000	1
53005010100	53005012000	1
53005010703	53005012000	1
53005012000	53025011402	1
53005011900	53005012000	1
53005010202	53005012000	1
53005011800	53005011800	1
53005011600	53005011800	1
53005011700	53005011800	1
53005010701	53005011800	1
53005010807	53005011800	1
53005011800	53077001800	1
53005011800	53077002701	1
53005011800	53077001701	1
53005011800	53025011402	1
53005011800	53005011900	1
53005011600	53005011600	1
53005010814	53005011600	1
53005010807	53005011600	1
53005011600	53077002701	1
53005011600	53039950100	1
53005011503	53005011600	1
53005010100	53005010100	1
53005010100	53021020606	1
53005010100	53005010500	1
53005010100	53005010600	1
53005010100	53005010202	1
53005010901	53005010901	1
53005010901	53005011001	1
53005010813	53005010901	1
53005010805	53005010901	1
53005010809	53005010901	1
53005010901	53005010902	1
53005010901	53021020501	1
53005011001	53005011001	1
53005011001	53005011300	1
53005011001	53005011100	1
53005010902	53005011001	1
53005011001	53005011002	1
53005011001	53021020400	1
53005011001	53021020502	1
53005011001	53021020501	1
53005011300	53005011300	1
53005011100	53005011300	1
53005011300	53021020100	1
53005011300	53021020400	1
53005011300	53021020502	1
53005011200	53005011300	1
53005011300	53005011401	1
53005011300	53005011402	1
53005011700	53005011700	1
53005011100	53005011100	1
